Country,Year,GDP_rise,Gini,Agg_dem,Agg_sup,Avg CPI,Eco_Equ,Per_cap,mar_cost,inf_rate,int_rate
Botswana,1955,1.6,9.32,1.6,9.32,44.4,258.66,1.6,9.32,1.6,9.32
Puerto Rico,1955,0.65,3.79,1.6,9.32,44.4,258.66,0.65,3.79,1.6,9.32
Rhode Island,1955,1.6,9.32,1.6,9.32,44.4,258.66,1.6,9.32,1.6,9.32
Gabon,1955,0,0,1.6,9.32,44.4,258.66,0,0,0,0
Lesotho,1955,1,5.83,1.6,9.32,44.4,258.66,1,5.83,1,5.83
Mauritius,1955,0,0,1.6,9.32,44.4,258.66,0,0,0,0
Eswatini,1955,1.4,8.16,1.6,9.32,44.4,258.66,1.4,8.16,1.4,8.16
Djibouti,1955,0,0,1.6,9.32,44.4,258.66,0,0,0,0
Utah,1955,1.2,6.99,1.6,9.32,44.4,258.66,1.2,6.99,1.35,7.86
Vermont,1955,1.6,9.32,1.6,9.32,44.4,258.66,1.6,9.32,1.6,9.32
Comoros,1955,0,0,1.6,9.32,44.4,258.66,0,0,0,0
CaboVerde,1955,1.6,9.32,1.6,9.32,44.4,258.66,1.6,9.32,1.6,9.32
Seychelles,1955,1.2,6.99,1.6,9.32,44.4,258.66,1.2,6.99,1.2,6.99
Wisconsin,1955,1.45,8.45,1.6,9.32,44.4,258.66,1.45,8.45,1.45,8.45
Wyoming,1955,1.5,8.74,1.6,9.32,44.4,258.66,1.5,8.74,1.5,8.74
Nigeria,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Ethiopia,1956,2.1,11.02,1.6,8.39,49.3,258.66,2.1,11.02,2.1,11.02
Egypt,1956,0.468,2.46,1.6,8.39,49.3,258.66,0.468,2.46,0.66,3.46
DRcongo,1956,1.2,6.3,1.6,8.39,49.3,258.66,1.2,6.3,1.2,6.3
Tanzania,1956,1.65,8.66,1.6,8.39,49.3,258.66,1.65,8.66,1.65,8.66
SouthAfrica,1956,1,5.25,1.6,8.39,49.3,258.66,1,5.25,1.25,6.56
Kenya,1956,1.85,9.71,1.6,8.39,49.3,258.66,1.85,9.71,1.85,9.71
Uganda,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Algeria,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,2.25,11.8
Sudan,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Morocco,1956,1.25,6.56,1.6,8.39,49.3,258.66,1.25,6.56,1.25,6.56
Angola,1956,1.9,9.97,1.6,8.39,49.3,258.66,1.9,9.97,1.9,9.97
Mozambique,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Ghana,1956,1.4,7.35,1.6,8.39,49.3,258.66,1.4,7.35,1.4,7.35
Madagascar,1956,1.4,7.35,1.6,8.39,49.3,258.66,1.4,7.35,1.4,7.35
Cameron,1956,1.25,6.56,1.6,8.39,49.3,258.66,1.25,6.56,1.25,6.56
cotetrichy,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Niger,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
BurkinaFaso,1956,0.65,3.41,1.6,8.39,49.3,258.66,0.65,3.41,0.75,3.93
mali,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
malawi,1956,1.4,7.35,1.6,8.39,49.3,258.66,1.4,7.35,1.8,9.44
Zambia,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Senegal,1956,1.75,9.18,1.6,8.39,49.3,258.66,1.75,9.18,1.75,9.18
Zimbabwe,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Guinea,1956,0.75,3.93,1.6,8.39,49.3,258.66,0.75,3.93,1.6,8.39
Rwanda,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Benin,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Burundi,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Tunisia,1956,1,5.25,1.6,8.39,49.3,258.66,1,5.25,1,5.25
Nevada,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Togo,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Libya,1956,1.5,7.87,1.6,8.39,49.3,258.66,1.5,7.87,1.5,7.87
Congo,1956,1.3,6.82,1.6,8.39,49.3,258.66,1.3,6.82,1.6,8.39
Liberia,1956,1.85,9.71,1.6,8.39,49.3,258.66,1.85,9.71,1.85,9.71
Mauritania,1956,1.45,7.61,1.6,8.39,49.3,258.66,1.45,7.61,1.45,7.61
Eritrea,1956,1,5.25,1.6,8.39,49.3,258.66,1,5.25,1.45,7.61
Namibia,1956,0.75,3.93,1.6,8.39,49.3,258.66,0.75,3.93,1.25,6.56
Oklahoma,1956,1.4,7.35,1.6,8.39,49.3,258.66,1.4,7.35,1.4,7.35
Gambia,1956,1.25,6.56,1.6,8.39,49.3,258.66,1.25,6.56,1.25,6.56
Botswana,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Puerto Rico,1956,0.65,3.41,1.6,8.39,49.3,258.66,0.65,3.41,1.6,8.39
Rhode Island,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Gabon,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Lesotho,1956,1,5.25,1.6,8.39,49.3,258.66,1,5.25,1,5.25
Mauritius,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Eswatini,1956,1.4,7.35,1.6,8.39,49.3,258.66,1.4,7.35,1.4,7.35
Djibouti,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
Utah,1956,1.2,6.3,1.6,8.39,49.3,258.66,1.2,6.3,1.35,7.08
Vermont,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Comoros,1956,0,0,1.6,8.39,49.3,258.66,0,0,0,0
CaboVerde,1956,1.6,8.39,1.6,8.39,49.3,258.66,1.6,8.39,1.6,8.39
Seychelles,1956,1.2,6.3,1.6,8.39,49.3,258.66,1.2,6.3,1.2,6.3
Wisconsin,1956,1.45,7.61,1.6,8.39,49.3,258.66,1.45,7.61,1.45,7.61
Wyoming,1956,1.5,7.87,1.6,8.39,49.3,258.66,1.5,7.87,1.5,7.87
Nigeria,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Ethiopia,1957,2.1,10.1,1.6,7.69,53.8,258.66,2.1,10.1,2.1,10.1
Egypt,1957,0.468,2.25,1.6,7.69,53.8,258.66,0.468,2.25,0.66,3.17
DRcongo,1957,1.2,5.77,1.6,7.69,53.8,258.66,1.2,5.77,1.2,5.77
Tanzania,1957,1.65,7.93,1.6,7.69,53.8,258.66,1.65,7.93,1.65,7.93
SouthAfrica,1957,1,4.81,1.6,7.69,53.8,258.66,1,4.81,1.25,6.01
Kenya,1957,1.85,8.89,1.6,7.69,53.8,258.66,1.85,8.89,1.85,8.89
Uganda,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Algeria,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,2.25,10.82
Sudan,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Morocco,1957,1.25,6.01,1.6,7.69,53.8,258.66,1.25,6.01,1.25,6.01
Angola,1957,1.9,9.13,1.6,7.69,53.8,258.66,1.9,9.13,1.9,9.13
Mozambique,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Ghana,1957,1.4,6.73,1.6,7.69,53.8,258.66,1.4,6.73,1.4,6.73
Madagascar,1957,1.4,6.73,1.6,7.69,53.8,258.66,1.4,6.73,1.4,6.73
Cameron,1957,1.25,6.01,1.6,7.69,53.8,258.66,1.25,6.01,1.25,6.01
cotetrichy,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Niger,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
BurkinaFaso,1957,0.65,3.13,1.6,7.69,53.8,258.66,0.65,3.13,0.75,3.61
mali,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
malawi,1957,1.4,6.73,1.6,7.69,53.8,258.66,1.4,6.73,1.8,8.65
Zambia,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Senegal,1957,1.75,8.41,1.6,7.69,53.8,258.66,1.75,8.41,1.75,8.41
Zimbabwe,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Guinea,1957,0.75,3.61,1.6,7.69,53.8,258.66,0.75,3.61,1.6,7.69
Rwanda,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Benin,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Burundi,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Tunisia,1957,1,4.81,1.6,7.69,53.8,258.66,1,4.81,1,4.81
Nevada,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Togo,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Libya,1957,1.5,7.21,1.6,7.69,53.8,258.66,1.5,7.21,1.5,7.21
Congo,1957,1.3,6.25,1.6,7.69,53.8,258.66,1.3,6.25,1.6,7.69
Liberia,1957,1.85,8.89,1.6,7.69,53.8,258.66,1.85,8.89,1.85,8.89
Mauritania,1957,1.45,6.97,1.6,7.69,53.8,258.66,1.45,6.97,1.45,6.97
Eritrea,1957,1,4.81,1.6,7.69,53.8,258.66,1,4.81,1.45,6.97
Namibia,1957,0.75,3.61,1.6,7.69,53.8,258.66,0.75,3.61,1.25,6.01
Oklahoma,1957,1.4,6.73,1.6,7.69,53.8,258.66,1.4,6.73,1.4,6.73
Gambia,1957,1.25,6.01,1.6,7.69,53.8,258.66,1.25,6.01,1.25,6.01
Botswana,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Puerto Rico,1957,0.65,3.13,1.6,7.69,53.8,258.66,0.65,3.13,1.6,7.69
Rhode Island,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Gabon,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Lesotho,1957,1,4.81,1.6,7.69,53.8,258.66,1,4.81,1,4.81
Mauritius,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Eswatini,1957,1.4,6.73,1.6,7.69,53.8,258.66,1.4,6.73,1.4,6.73
Djibouti,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
Utah,1957,1.2,5.77,1.6,7.69,53.8,258.66,1.2,5.77,1.35,6.49
Vermont,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Comoros,1957,0,0,1.6,7.69,53.8,258.66,0,0,0,0
CaboVerde,1957,1.6,7.69,1.6,7.69,53.8,258.66,1.6,7.69,1.6,7.69
Seychelles,1957,1.2,5.77,1.6,7.69,53.8,258.66,1.2,5.77,1.2,5.77
Wisconsin,1957,1.45,6.97,1.6,7.69,53.8,258.66,1.45,6.97,1.45,6.97
Wyoming,1957,1.5,7.21,1.6,7.69,53.8,258.66,1.5,7.21,1.5,7.21
Nigeria,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Ethiopia,1958,2.8,12.73,2.2,10,56.9,258.66,2.8,12.73,2.8,12.73
Egypt,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
DRcongo,1958,1.9,8.64,2.2,10,56.9,258.66,1.9,8.64,1.9,8.64
Tanzania,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
SouthAfrica,1958,1,4.55,2.2,10,56.9,258.66,1,4.55,1.25,5.68
Kenya,1958,2.21,10.05,2.2,10,56.9,258.66,2.21,10.05,2.31,10.5
Uganda,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
Algeria,1958,2.25,10.23,2.2,10,56.9,258.66,2.25,10.23,2.75,12.5
Sudan,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Morocco,1958,1.25,5.68,2.2,10,56.9,258.66,1.25,5.68,1.25,5.68
Angola,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Mozambique,1958,2.4,10.91,2.2,10,56.9,258.66,2.4,10.91,2.4,10.91
Ghana,1958,1.6,7.27,2.2,10,56.9,258.66,1.6,7.27,1.6,7.27
Madagascar,1958,2.1,9.55,2.2,10,56.9,258.66,2.1,9.55,2.1,9.55
Cameron,1958,1.25,5.68,2.2,10,56.9,258.66,1.25,5.68,1.25,5.68
cotetrichy,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Niger,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
BurkinaFaso,1958,1.6,7.27,2.2,10,56.9,258.66,1.6,7.27,1.6,7.27
mali,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
malawi,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Zambia,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.3,10.46
Senegal,1958,2.1,9.55,2.2,10,56.9,258.66,2.1,9.55,2.1,9.55
Zimbabwe,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.2,10
Guinea,1958,1.8,8.18,2.2,10,56.9,258.66,1.8,8.18,1.8,8.18
Rwanda,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Benin,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Burundi,1958,1.8,8.18,2.2,10,56.9,258.66,1.8,8.18,1.8,8.18
Tunisia,1958,1.6,7.27,2.2,10,56.9,258.66,1.6,7.27,1.6,7.27
Nevada,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.3,10.46
Togo,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.3,10.46
Libya,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.2,10
Congo,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
Liberia,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Mauritania,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
Eritrea,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2.3,10.46
Namibia,1958,1.6,7.27,2.2,10,56.9,258.66,1.6,7.27,1.6,7.27
Oklahoma,1958,1.8,8.18,2.2,10,56.9,258.66,1.8,8.18,1.8,8.18
Gambia,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Botswana,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.2,10
Puerto Rico,1958,0.76,3.45,2.2,10,56.9,258.66,0.76,3.45,2.5,11.36
Rhode Island,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Gabon,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Lesotho,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
Mauritius,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Eswatini,1958,1.4,6.36,2.2,10,56.9,258.66,1.4,6.36,1.4,6.36
Djibouti,1958,0,0,2.2,10,56.9,258.66,0,0,0,0
Utah,1958,1.55,7.05,2.2,10,56.9,258.66,1.55,7.05,1.7,7.73
Vermont,1958,2.3,10.46,2.2,10,56.9,258.66,2.3,10.46,2.3,10.46
Comoros,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
CaboVerde,1958,2.2,10,2.2,10,56.9,258.66,2.2,10,2.3,10.46
Seychelles,1958,2,9.09,2.2,10,56.9,258.66,2,9.09,2,9.09
Wisconsin,1958,2.1,9.55,2.2,10,56.9,258.66,2.1,9.55,2.1,9.55
Wyoming,1958,1.6,7.27,2.2,10,56.9,258.66,1.6,7.27,1.6,7.27
Nigeria,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Ethiopia,1959,2.8,11.95,2.2,9.39,60.6,258.66,2.8,11.95,2.8,11.95
Egypt,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
DRcongo,1959,1.9,8.11,2.2,9.39,60.6,258.66,1.9,8.11,1.9,8.11
Tanzania,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
SouthAfrica,1959,1,4.27,2.2,9.39,60.6,258.66,1,4.27,1.25,5.34
Kenya,1959,2.21,9.43,2.2,9.39,60.6,258.66,2.21,9.43,2.31,9.86
Uganda,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
Algeria,1959,2.25,9.6,2.2,9.39,60.6,258.66,2.25,9.6,2.75,11.74
Sudan,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Morocco,1959,1.25,5.34,2.2,9.39,60.6,258.66,1.25,5.34,1.25,5.34
Angola,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Mozambique,1959,2.4,10.24,2.2,9.39,60.6,258.66,2.4,10.24,2.4,10.24
Ghana,1959,1.6,6.83,2.2,9.39,60.6,258.66,1.6,6.83,1.6,6.83
Madagascar,1959,2.1,8.96,2.2,9.39,60.6,258.66,2.1,8.96,2.1,8.96
Cameron,1959,1.25,5.34,2.2,9.39,60.6,258.66,1.25,5.34,1.25,5.34
cotetrichy,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Niger,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
BurkinaFaso,1959,1.6,6.83,2.2,9.39,60.6,258.66,1.6,6.83,1.6,6.83
mali,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
malawi,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Zambia,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.3,9.82
Senegal,1959,2.1,8.96,2.2,9.39,60.6,258.66,2.1,8.96,2.1,8.96
Zimbabwe,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.2,9.39
Guinea,1959,1.8,7.68,2.2,9.39,60.6,258.66,1.8,7.68,1.8,7.68
Rwanda,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Benin,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Burundi,1959,1.8,7.68,2.2,9.39,60.6,258.66,1.8,7.68,1.8,7.68
Tunisia,1959,1.6,6.83,2.2,9.39,60.6,258.66,1.6,6.83,1.6,6.83
Nevada,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.3,9.82
Togo,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.3,9.82
Libya,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.2,9.39
Congo,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
Liberia,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Mauritania,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
Eritrea,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2.3,9.82
Namibia,1959,1.6,6.83,2.2,9.39,60.6,258.66,1.6,6.83,1.6,6.83
Oklahoma,1959,1.8,7.68,2.2,9.39,60.6,258.66,1.8,7.68,1.8,7.68
Gambia,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Botswana,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.2,9.39
Puerto Rico,1959,0.76,3.24,2.2,9.39,60.6,258.66,0.76,3.24,2.5,10.67
Rhode Island,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Gabon,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Lesotho,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
Mauritius,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Eswatini,1959,1.4,5.98,2.2,9.39,60.6,258.66,1.4,5.98,1.4,5.98
Djibouti,1959,0,0,2.2,9.39,60.6,258.66,0,0,0,0
Utah,1959,1.55,6.62,2.2,9.39,60.6,258.66,1.55,6.62,1.7,7.26
Vermont,1959,2.3,9.82,2.2,9.39,60.6,258.66,2.3,9.82,2.3,9.82
Comoros,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
CaboVerde,1959,2.2,9.39,2.2,9.39,60.6,258.66,2.2,9.39,2.3,9.82
Seychelles,1959,2,8.54,2.2,9.39,60.6,258.66,2,8.54,2,8.54
Wisconsin,1959,2.1,8.96,2.2,9.39,60.6,258.66,2.1,8.96,2.1,8.96
Wyoming,1959,1.6,6.83,2.2,9.39,60.6,258.66,1.6,6.83,1.6,6.83
Nigeria,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Ethiopia,1960,2.8,11.11,2.2,8.73,65.2,258.66,2.8,11.11,2.8,11.11
Egypt,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
DRcongo,1960,1.9,7.54,2.2,8.73,65.2,258.66,1.9,7.54,1.9,7.54
Tanzania,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
SouthAfrica,1960,1,3.97,2.2,8.73,65.2,258.66,1,3.97,1.25,4.96
Kenya,1960,2.21,8.77,2.2,8.73,65.2,258.66,2.21,8.77,2.31,9.16
Uganda,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
Algeria,1960,2.25,8.93,2.2,8.73,65.2,258.66,2.25,8.93,2.75,10.91
Sudan,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Morocco,1960,1.25,4.96,2.2,8.73,65.2,258.66,1.25,4.96,1.25,4.96
Angola,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Mozambique,1960,2.4,9.52,2.2,8.73,65.2,258.66,2.4,9.52,2.4,9.52
Ghana,1960,1.6,6.35,2.2,8.73,65.2,258.66,1.6,6.35,1.6,6.35
Madagascar,1960,2.1,8.33,2.2,8.73,65.2,258.66,2.1,8.33,2.1,8.33
Cameron,1960,1.25,4.96,2.2,8.73,65.2,258.66,1.25,4.96,1.25,4.96
cotetrichy,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Niger,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
BurkinaFaso,1960,1.6,6.35,2.2,8.73,65.2,258.66,1.6,6.35,1.6,6.35
mali,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
malawi,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Zambia,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.3,9.12
Senegal,1960,2.1,8.33,2.2,8.73,65.2,258.66,2.1,8.33,2.1,8.33
Zimbabwe,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.2,8.73
Guinea,1960,1.8,7.14,2.2,8.73,65.2,258.66,1.8,7.14,1.8,7.14
Rwanda,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Benin,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Burundi,1960,1.8,7.14,2.2,8.73,65.2,258.66,1.8,7.14,1.8,7.14
Tunisia,1960,1.6,6.35,2.2,8.73,65.2,258.66,1.6,6.35,1.6,6.35
Nevada,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.3,9.12
Togo,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.3,9.12
Libya,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.2,8.73
Congo,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
Liberia,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Mauritania,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
Eritrea,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2.3,9.12
Namibia,1960,1.6,6.35,2.2,8.73,65.2,258.66,1.6,6.35,1.6,6.35
Oklahoma,1960,1.8,7.14,2.2,8.73,65.2,258.66,1.8,7.14,1.8,7.14
Gambia,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Botswana,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.2,8.73
Puerto Rico,1960,0.76,3.02,2.2,8.73,65.2,258.66,0.76,3.02,2.5,9.92
Rhode Island,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Gabon,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Lesotho,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
Mauritius,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Eswatini,1960,1.4,5.55,2.2,8.73,65.2,258.66,1.4,5.55,1.4,5.55
Djibouti,1960,0,0,2.2,8.73,65.2,258.66,0,0,0,0
Utah,1960,1.55,6.15,2.2,8.73,65.2,258.66,1.55,6.15,1.7,6.74
Vermont,1960,2.3,9.12,2.2,8.73,65.2,258.66,2.3,9.12,2.3,9.12
Comoros,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
CaboVerde,1960,2.2,8.73,2.2,8.73,65.2,258.66,2.2,8.73,2.3,9.12
Seychelles,1960,2,7.93,2.2,8.73,65.2,258.66,2,7.93,2,7.93
Wisconsin,1960,2.1,8.33,2.2,8.73,65.2,258.66,2.1,8.33,2.1,8.33
Wyoming,1960,1.6,6.35,2.2,8.73,65.2,258.66,1.6,6.35,1.6,6.35
Nigeria,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Ethiopia,1961,3.4,12.11,2.9,10.33,72.6,258.66,3.4,12.11,3.4,12.11
Egypt,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
DRcongo,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Tanzania,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
SouthAfrica,1961,1.9,6.77,2.9,10.33,72.6,258.66,1.9,6.77,1.9,6.77
Kenya,1961,2.91,10.37,2.9,10.33,72.6,258.66,2.91,10.37,2.91,10.37
Uganda,1961,2,7.13,2.9,10.33,72.6,258.66,2,7.13,2,7.13
Algeria,1961,2.46,8.76,2.9,10.33,72.6,258.66,2.46,8.76,3,10.69
Sudan,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Morocco,1961,1.23,4.38,2.9,10.33,72.6,258.66,1.23,4.38,1.23,4.38
Angola,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Mozambique,1961,2.65,9.44,2.9,10.33,72.6,258.66,2.65,9.44,2.65,9.44
Ghana,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Madagascar,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Cameron,1961,2,7.13,2.9,10.33,72.6,258.66,2,7.13,2,7.13
cotetrichy,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Niger,1961,1.6,5.7,2.9,10.33,72.6,258.66,1.6,5.7,1.6,5.7
BurkinaFaso,1961,2,7.13,2.9,10.33,72.6,258.66,2,7.13,2,7.13
mali,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
malawi,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Zambia,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Senegal,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Zimbabwe,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
